시도교육청코드,시도교육청명,행정구역명,학원교습소명,학원지정번호,학원명,개설일자,등록일자,등록상태명,휴원시작일자,휴원종료일자,정원합계,일시수용능력인원합계,분야명,교습계열명,교습과정목록명,교습과정명,인당수강료,수강료공개여부,기숙사학원여부,도로명주소,도로명상세주소,도로명우편번호,전화번호,수정일자
J10,경기도교육청,가평군,학원,129586,늘푸른입시종합학원,19961001,19980917,개원,        ,99991231,56,200,입시.검정 및 보습,보통교과,"보습,입시,",입시, ,Y,N,경기도 가평군 가평읍 광장로 27,", 늘푸른입시학원 (가평읍)",12416,031-582-7580,20250302
J10,경기도교육청,가평군,학원,3000028033,디자인포스미술학원,20160225,20160225,개원,        ,99991231,100,89,예능(대),예능(중),,미술, ,Y,N,경기도 가평군 가평읍 석봉로 163,", 2층 디자인포스미술학원 (가평읍)",12417,031-581-7833,20250309
J10,경기도교육청,가평군,학원,3000063699,라움아카데미무용학원,20231207,20231207,개원,        ,        ,80,49,예능(대),,,, ,Y,N,경기도 가평군 가평읍 가화로 115,3층,12418,,20240107
J10,경기도교육청,가평군,학원,3000039964,랭스쿨학원,20190312,20190312,개원,        ,99991231,40,66,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 가평군 가평읍 석봉로153번길 10,", 2층 (가평읍)",12417,,20231018
J10,경기도교육청,가평군,학원,3000073788,로그학원,20250310,20250320,개원,        ,        ,100,61,입시.검정 및 보습,,,, ,Y,N,경기도 가평군 조종면 현창로 28-5,2층,12438,,20250323
J10,경기도교육청,가평군,학원,3000013588,모짜르트음악학원,20111223,20111223,개원,        ,99991231,40,20,예능(대),예능(중),"음악,",음악, ,Y,N,경기도 가평군 조종면 조종새싹로 33,(조종면),12437,031-585-3307,20231018
J10,경기도교육청,가평군,학원,20978,모차르트음악학원,20060222,20060228,개원,        ,99991231,50,20,예능(대),예능(중),"음악,",음악, ,N,N,경기도 가평군 청평면 경춘로 807-11,"(청평면, 스페이스헬스클럽)",12451,031-585-7074,20231018
J10,경기도교육청,가평군,학원,43478,뮤직칸타레음악학원,20101021,20101021,개원,        ,99991231,50,20,예능(대),예능(중),,음악, ,N,N,경기도 가평군 설악면 신천중앙로120번길 4-5,", 뮤직칸타레음악학원 (설악면)",12465,031-584-1361,20231018
J10,경기도교육청,가평군,학원,3000014035,박피아노학원,20120209,20120209,개원,        ,99991231,160,60,예능(대),예능(중),"음악,",음악, ,Y,N,경기도 가평군 가평읍 향교로 4,", 2층 (가평읍)",12417,031-582-8685,20231018
J10,경기도교육청,가평군,학원,3000074628,비쥬아뜰리에미술학원,20250624,20250623,개원,        ,        ,0,0,예능(대),예능(중),미술,미술, ,Y, ,경기도 가평군 가평읍 연인2길 13-3,2층,12418,,20251019
J10,경기도교육청,가평군,학원,3000053251,빛가람에듀학원,20221201,20221125,개원,        ,99991231,60,60,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 가평군 청평면 잠곡로 28,", 1층 (청평면)",12453,null,20251214
J10,경기도교육청,가평군,학원,3000054433,삼성영어가평교실학원,20230228,20230228,개원,        ,99991231,0,0,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 가평군 가평읍 연인2길 21,", 2층 (가평읍, 우렁촌)",12418,,20231018
J10,경기도교육청,가평군,학원,3000053253,상상국어전문학원,20221201,20221125,개원,        ,99991231,0,0,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 가평군 조종면 청군로 1300,(조종면),12437,,20231018
J10,경기도교육청,가평군,학원,3000044080,상상입시학원,20200422,20200422,개원,        ,99991231,60,124,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 가평군 가평읍 광장로 27,", 상상입시학원 (가평읍)",12416,,20231018
J10,경기도교육청,가평군,학원,3000047805,상상학원,20210809,20210805,개원,        ,99991231,30,67,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 가평군 가평읍 광장로 4,", 2층 상상학원 (가평읍)",12417,,20231018
J10,경기도교육청,가평군,학원,3000039999,새로운스터티학원,20190325,20190318,개원,        ,99991231,96,96,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,경기도 가평군 가평읍 석봉로 147,2층,12417,031-582-8205,20231231
J10,경기도교육청,가평군,학원,3000075916,서강대학교 가평 SLP 어학원,20250912,20250909,개원,        ,        ,0,0,국제화,,,, ,Y,N,경기도 가평군 가평읍 문화로 91,(가평자이) 근린생활시설 3층 302~305호,12416,,20251207
J10,경기도교육청,가평군,학원,3000030290,선학한국어학원,20160928,20160926,개원,        ,99991231,50,150,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,경기도 가평군 설악면 미사리로 238-45,", 1층 (설악면)",12461,,20231018
J10,경기도교육청,가평군,학원,129583,소리샘음악학원,19950816,19950816,개원,        ,99991231,90,56,예능(대),예능(중),,음악, ,Y,N,경기도 가평군 가평읍 보납로74번길 6-4,", 1층 (가평읍)",12411,031-582-4849,20231018
J10,경기도교육청,가평군,학원,3000050681,수학의 신 학원,20220404,20220330,개원,        ,99991231,75,73,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 가평군 조종면 조종새싹로 30,", 2층 (조종면)",12437,,20231018
J10,경기도교육청,가평군,학원,3000054059,숙명음악학원,20230111,20230111,개원,        ,99991231,300,15,예능(대),예능(중),,음악, ,Y,N,경기도 가평군 조종면 조종새싹로 6,", 201호 (조종면)",12437,,20231018
J10,경기도교육청,가평군,학원,3000045880,신영학원,20210114,20210114,개원,        ,99991231,60,65,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 가평군 가평읍 석봉로 123,", 3층 (가평읍, 오토오아시스)",12416,,20231018
J10,경기도교육청,가평군,학원,3000027475,실력이쑥쑥학원,20151231,20151231,개원,        ,99991231,350,82,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 가평군 하면 조종새싹로 33,", 2층 (하면)",12437,031-584-0543,20240303
J10,경기도교육청,가평군,학원,3000051676,싸일러스학원,20220711,20220708,개원,        ,99991231,60,67,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 가평군 가평읍 석봉로 123,", 3층 (가평읍, 오토오아시스)",12416,null,20250629
J10,경기도교육청,가평군,학원,3000068143,쑥쑥영어학원,20240311,20240219,개원,        ,        ,0,76,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 가평군 가평읍 석봉로 121,4층,12416,,20240512
J10,경기도교육청,가평군,학원,3000017767,아뮤즈음악학원,20130306,20130306,개원,        ,99991231,50,15,예능(대),예능(중),,음악, ,Y,N,경기도 가평군 조종면 조종새싹로 14,", 2층 (조종면)",12437,031-585-5228,20231018
J10,경기도교육청,가평군,학원,3000073948,아이콩아트스튜디오미술학원,20250401,20250331,개원,        ,        ,100,41,예능(대),예능(중),미술,미술, ,Y,N,경기도 가평군 가평읍 가화로 141-1,2층,12413,,20250622
J10,경기도교육청,가평군,학원,3000036216,아트슐레미술학원,20180312,20180312,개원,        ,99991231,32,60,예능(대),예능(중),미술,미술, ,Y,N,경기도 가평군 설악면 신천중앙로 126-7,", 2층 (설악면)",12465,031-585-7435,20240623
J10,경기도교육청,가평군,학원,3000068753,엔젤피아노음악학원,20240502,20240501,개원,        ,        ,100,14,예능(대),,,, ,Y,N,경기도 가평군 설악면 신천중앙로 128,2층,12465,,20240609
J10,경기도교육청,가평군,학원,23175,예담아카데미학원,20060728,20060728,개원,        ,99991231,126,40,입시.검정 및 보습,,"보습,",, ,N,N,경기도 가평군 청평면 청평중앙로 32,", 2층 (청평면)",12453,031-584-4663,20231018
J10,경기도교육청,가평군,학원,3000043096,웅진씽크빅 스마트올클래스 설악학원,20200113,20200113,개원,        ,99991231,110,87,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 가평군 설악면 신천중앙로 121,", 2층 (설악면)",12467,,20231018
J10,경기도교육청,가평군,학원,3000045030,위너영수학원,20200914,20200914,개원,        ,99991231,128,65,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,경기도 가평군 청평면 구청평로 57,(청평면),12454,,20231018
J10,경기도교육청,가평군,학원,129581,이경은 음악학원,19950413,20020313,개원,        ,99991231,70,29,예능(대),예능(중),음악,음악, ,Y,N,경기도 가평군 가평읍 연인2길 11,", 1층 (가평읍)",12418,031-582-4834,20251012
J10,경기도교육청,가평군,학원,3000020795,이상아아틀리에미술학원,20140205,20140205,개원,        ,99991231,100,46,예능(대),예능(중),미술,미술, ,Y,N,경기도 가평군 가평읍 향교로 32,", 1층 (가평읍)",12417,031-582-9078,20250720
J10,경기도교육청,가평군,학원,3000068451,이지실용음악학원,20240401,20240314,개원,        ,        ,60,41,예능(대),예능(중),음악,음악, ,Y, ,경기도 가평군 청평면 은고개로 36,3층,12452,,20240929
J10,경기도교육청,가평군,학원,3000075741,이지플러스 학원,20250829,20250826,개원,        ,        ,0,0,입시.검정 및 보습,,,, ,Y,N,경기도 가평군 가평읍 석봉로 121-25,1층,12416,,20251207
J10,경기도교육청,가평군,학원,4309,이지학원,20031204,20031204,개원,        ,99991231,96,92,입시.검정 및 보습,보통교과,보습,보습, ,N,N,경기도 가평군 청평면 청평중앙로72번길 24-5,"(청평면, 이지학원)",12452,031-584-3388,20241215
J10,경기도교육청,가평군,학원,3000012442,일리노이학원,20110901,20110830,개원,        ,99991231,67,186,종합(대),,"보습,실용외국어(유아/초·중·고),",, ,Y,N,경기도 가평군 가평읍 향교로 33-3,(가평읍),12417,031-581-3663,20240421
J10,경기도교육청,가평군,학원,3000015818,장은영음악학원,20120716,20150223,개원,        ,99991231,70,90,예능(대),예능(중),"음악,",음악, ,Y,Y,경기도 가평군 가평읍 석봉로 193,(가평읍),12414,031-582-6070,20231018
J10,경기도교육청,가평군,학원,129580,정수천컴퓨터학원,19950410,19950410,개원,        ,99991231,40,103,기타(대),기타(중),"컴퓨터(소),",컴퓨터(소), ,Y,N,경기도 가평군 가평읍 석봉로 139-1,", 2층 (가평읍)",12417,031-582-7507,20231018
J10,경기도교육청,가평군,학원,3000026425,조이스학원,20151005,20151005,개원,        ,99991231,40,66,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 가평군 가평읍 향교로 38-7,", 4층 (가평읍)",12417,031-581-0533,20240128
J10,경기도교육청,가평군,학원,129635,중앙음악학원,20020501,20020501,개원,20020501,99991231,105,25,예능(대),예능(중),,음악, ,Y,N,경기도 가평군 가평읍 향교로 38-7,", 102호 (가평읍)",12417,031-582-0106,20231018
J10,경기도교육청,가평군,학원,3000017591,지식의샘학원,20130117,20130117,개원,        ,99991231,16,12,입시.검정 및 보습,보통교과,보습,보습, ,N,N,경기도 가평군 설악면 신천중앙로 132-1,", 2층 (설악면)",12465,031-584-4909,20250316
J10,경기도교육청,가평군,학원,129637,청명멘토르학원,19840317,19840317,개원,        ,99991231,166,90,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,경기도 가평군 가평읍 석봉로153번길 6,(가평읍),12417,031-582-0789,20231018
J10,경기도교육청,가평군,학원,3000032207,청평실력이쑥쑥학원,20170306,20170306,개원,        ,99991231,380,90,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 가평군 청평면 경춘로 807-11,", 1층 (청평면)",12451,null,20241215
J10,경기도교육청,가평군,학원,3000049747,카인드매쓰학원,20220125,20220119,개원,        ,99991231,42,75,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,경기도 가평군 가평읍 석봉로 141,", 2층 (가평읍)",12417,,20231018
J10,경기도교육청,가평군,학원,129578,클나무음악학원,19950103,19950103,개원,19950103,99991231,50,11,예능(대),예능(중),"음악,",음악, ,N,N,경기도 가평군 조종면 조종새싹로 39,(조종면),12437,031-585-3803,20231018
J10,경기도교육청,가평군,학원,3000045146,탑엘리트 해법영어학원,20201005,20200925,개원,        ,99991231,130,63,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 가평군 조종면 조종새싹로 28,(조종면),12437,,20231018
J10,경기도교육청,가평군,학원,3000075880,탑클래스 설악 학원,20250904,20250904,개원,        ,        ,0,87,입시.검정 및 보습,,,, ,Y, ,경기도 가평군 설악면 신천중앙로120번길 18,"1층, 2층",12465,,20251207
J10,경기도교육청,가평군,학원,3000011560,튼튼나무학원,20110516,20110518,개원,        ,99991231,70,60,입시.검정 및 보습,보통교과,"보습,보습·논술,",보습, ,Y,N,경기도 가평군 청평면 잠곡로 14,(청평면),12453,070-4897-3140,20231018
J10,경기도교육청,가평군,학원,3000042071,폭스바디무용학원,20191018,20191018,개원,        ,99991231,80,40,예능(대),예능(중),,무용, ,Y,N,경기도 가평군 가평읍 향교로27번길 11,", 2층2호 폭스바디무용학원 (가평읍)",12417,031-582-2044,20231018
J10,경기도교육청,가평군,학원,3000059627,폭스바디무용현리점학원,20230801,20230801,개원,        ,        ,80,53,예능(대),예능(중),무용,무용, ,Y,N,경기도 가평군 조종면 조종새싹로 30,2층,12437,,20240107
J10,경기도교육청,가평군,학원,3000035064,한빛입시학원,20171207,20171207,개원,        ,99991231,245,93,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,경기도 가평군 가평읍 석봉로 121,", 3층 (가평읍)",12416,null,20250302
J10,경기도교육청,고양시,교습소,3000053000,100마탄수학교습소,20221109,20221109,개원,        ,99991231,30,6,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 고양시 일산서구 하이파크로 113,", 202호 (덕이동, 하이파크시티일산아이파크1단지)",10230,,20231018
J10,경기도교육청,고양시,교습소,3000074538,3030토브영어교습소,20250612,20250612,개원,        ,        ,0,9,입시.검정 및 보습,,,, ,Y, ,경기도 고양시 덕양구 충장로103번길 55,205호 일부(행신동),10517,010-5339-9725,20250615
J10,경기도교육청,고양시,교습소,3000052600,5인수학교습소,20221006,20221006,개원,        ,99991231,48,9,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 고양시 일산서구 중앙로 1425,", 204호 (주엽동, 주엽역 삼부르네상스 가동)",10386,,20231018
J10,경기도교육청,고양시,교습소,3000036387,ANC영어교습소,20180326,20180326,개원,        ,99991231,10,5,입시.검정 및 보습,보통교과,중등영어,보습,"중등영어:250000, 고등영어:300000",Y,N,경기도 고양시 일산동구 강촌로 157,", 708호 (마두동, 서울코아)",10417,,20231018
J10,경기도교육청,고양시,교습소,3000054099,ECA미술교습소,20230207,20230207,개원,        ,99991231,45,9,예능(대),예능(중),미술1,음악,"미술1:130000, 미술2:150000, 미술3:160000, 초등미술기초:140000, 초등미술심화:170000",Y,N,경기도 고양시 덕양구 도래울1로 80,", 205호 (도내동, 고양 원흥 동일스위트)",10551,,20231018
J10,경기도교육청,고양시,교습소,3000051705,EDP리드인논술교습소,20220713,20220713,개원,        ,99991231,9,9,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 고양시 일산동구 위시티2로11번길 6-31,", 109호 (식사동, KS프라자)",10323,,20231018
J10,경기도교육청,고양시,교습소,3000067844,EPT360영어교습소,20240205,20240205,개원,        ,        ,0,6,입시.검정 및 보습,,,, ,Y, ,경기도 고양시 덕양구 향기3로 9,5층 일부(향동동),10546,,20250105
J10,경기도교육청,고양시,교습소,3000072300,ERC영어독서클럽고양삼송초점영어교습소,20241029,20241029,개원,        ,        ,0,5,입시.검정 및 보습,보통교과,초등영어1,보습,"초등영어1:180000, 초등영어2:180000, 초등영어3:210000, 초등영어4:240000, 초등영어5:190000, 중등영어1:190000, 중등영어2:230000",Y, ,경기도 고양시 덕양구 동세로 125,"106호(원흥동,삼송리슈빌센트럴파크)",10558,010-9471-4872,20251019
J10,경기도교육청,고양시,교습소,3000047652,ERC영어독서클럽대화마을점영어교습소,20210719,20210719,개원,        ,99991231,48,9,입시.검정 및 보습,보통교과,영어원서수업A,보습,"영어원서수업A:230000, 영어원서수업B:200000, 영어원서수업C:250000",Y,N,경기도 고양시 일산서구 대화로 124,", 명성프라자 2층 202호 (대화동, 명성프라자)",10222,null,20231112
J10,경기도교육청,고양시,교습소,3000067623,ERC영어독서클럽덕은한강초점영어교습소,20240116,20240116,개원,        ,        ,0,6,국제화,,,, ,Y, ,경기도 고양시 덕양구 으뜸로 130,", 206호(덕은동, 위프라임트윈타워)",10544,,20240128
J10,경기도교육청,고양시,교습소,3000054570,ERC영어독서클럽별빛마을점영어교습소,20230310,20230310,개원,        ,99991231,12,6,국제화,외국어,초등외국어A,실용외국어(유아/초·중·고),"초등외국어A:181000, 초등외국어B:205000, 초등외국어C:238000, 초등외국어D:257000",Y,N,경기도 고양시 덕양구 화신로 309,", 301호 (화정동, 별빛마을9단지)",10502,null,20250105
J10,경기도교육청,고양시,교습소,3000045865,ERC영어독서클럽영어교습소,20210112,20210112,개원,        ,99991231,28,7,입시.검정 및 보습,보통교과,초등주2회반,보습,"초등주2회반:170000, 초등주3회반:210000, 중등1반:250000, 중등2반:230000",Y,N,경기도 고양시 덕양구 혜음로 30,", 209호 (고양동, 삼성아파트)",10275,null,20250914
J10,경기도교육청,고양시,교습소,3000047288,ESS위시티자이점스마트해법영어교습소,20210615,20210615,개원,        ,99991231,24,6,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 고양시 일산동구 위시티1로 7,", 206호 (식사동, 위시티블루밍5단지아파트)",10324,,20231018
J10,경기도교육청,고양시,교습소,3000073921,ITC영어일산식사점영어교습소,20250401,20250401,개원,        ,        ,0,0,입시.검정 및 보습,보통교과,ITC영어 A,보습,"ITC영어 A:180000, ITC영어 B:180000, ITC영어 C:180000",Y, ,경기도 고양시 일산동구 위시티3로 111,103호(일산 자이더헤리티지 근린생활시설 B동),10324,,20250413
