kaptCode,kaptName,doroJuso,kaptAddr,경도,위도,비고
A44072003,정자연꽃마을벽산,경기도 수원시 장안구 정자천로189번길 40,경기도 수원장안구 정자동 873-3 정자연꽃마을벽산,126.995299078,37.298143851,도로명(1)
A44072010,정자연꽃마을풍림,경기도 수원시 장안구 정자천로189번길 47,경기도 수원장안구 정자동 872-1 정자연꽃마을풍림,126.994078536,37.299157057,도로명(1)
A44072102,정자꽃뫼노을마을장안,경기도 수원시 장안구 덕영대로639번길 70,경기도 수원장안구 정자동 900-1 정자꽃뫼노을마을장안,126.989843597,37.290753274,도로명(1)
A44072107,정자꽃뫼노을마을대동,경기도 수원시 장안구 대평로39번길 8,경기도 수원장안구 정자동 888-2 정자꽃뫼노을마을대동,126.993894903,37.29252929,도로명(1)
A44072108,정자꽃뫼노을마을신안,경기도 수원시 장안구 대평로51번길 22,경기도 수원장안구 정자동 883-6 정자꽃뫼노을마을신안,126.99376949,37.293083519,도로명(1)
A44072110,화서역파크뷰아파트,경기도 수원시 장안구 대평로51번길 56,경기도 수원장안구 정자동 882-5 화서역파크뷰아파트,126.991756352,37.29227489,도로명(1)
A44072111,정자케이티이편한세상,경기도 수원시 장안구 정자천로188번길 21,경기도 수원장안구 정자동 24-1 정자케이티이편한세상,126.998193706,37.296436489,도로명(1)
A44072209,정자두견마을벽산3차,경기도 수원시 장안구 정자천로188번길 28,경기도 수원장안구 정자동 884-4 정자두견마을벽산3차,126.995723894,37.295327404,도로명(1)
A44072211,화서역현대벽산,경기도 수원시 장안구 정자천로188번길 64,경기도 수원장안구 정자동 886-1 화서역현대벽산,126.996322421,37.293617697,도로명(1)
A44072212,화서역 우방 센트럴파크,경기도 수원시 장안구 수성로245번길 21,경기도 수원장안구 정자동 887-1 화서역 우방 센트럴파크,126.997195961,37.291266705,도로명(1)
A44072805,정자대월마을대림진흥,경기도 수원시 장안구 천천로74번길 92,경기도 수원장안구 정자동 914 정자대월마을대림진흥,126.989894506,37.300402714,도로명(1)
A44072806,북수원 리버파크아파트,경기도 수원시 장안구 천천로74번길 35,경기도 수원장안구 정자동 913 북수원 리버파크아파트,126.985447839,37.298801888,도로명(1)
A44073307,화서역위너스파크아파트,경기도 수원시 장안구 천천로21번길 33,경기도 수원장안구 정자동 922 화서역위너스파크아파트,126.98518262,37.291688962,도로명(1)
A44073411,정자청솔마을한라비발디,경기도 수원시 장안구 만석로20번길 28,경기도 수원장안구 정자동 919 정자청솔마을한라비발디,126.984409773,37.293854585,도로명(1)
A44073504,정자청솔마을SK한화,경기도 수원시 장안구 만석로20번길 25,경기도 수원장안구 정자동 918 정자청솔마을SK한화,126.985148479,37.294183126,도로명(1)
A44083103,정자신미주,경기도 수원시 장안구 수성로275번길 133,경기도 수원장안구 정자동 29-1 정자신미주,126.997750575,37.295270025,도로명(1)
A44083104,정자현대아파트,경기도 수원시 장안구 정자천로188번길 71-21,경기도 수원장안구 정자동 30-1 정자현대아파트,126.998474769,37.29409636,도로명(1)
A44083301,정자금강에스쁘아,경기도 수원시 장안구 영화로71번길 24,경기도 수원장안구 정자동 69-45 정자금강에스쁘아,127.004991373,37.292540051,도로명(1)
A44083704,정자동 경남아너스빌 아파트,경기도 수원시 장안구 만석로159번길 31,경기도 수원장안구 정자동 297-2 정자동 경남아너스빌 아파트,126.997428616,37.301638667,도로명(1)
A44083801,삼성미도,경기도 수원시 장안구 대평로162번길 50,경기도 수원장안구 정자동 378 삼성미도,126.992177315,37.302249255,도로명(1)
A44084002,정자그린맨션,경기도 수원시 장안구 만석로159번길 77,경기도 수원장안구 정자동 417 정자그린맨션,126.995577336,37.304467654,도로명(1)
A44084005,정자벽산블루밍,경기도 수원시 장안구 파장로 53,경기도 수원장안구 정자동 423-1 정자벽산블루밍,126.994747324,37.304702201,도로명(1)
A44084206,정자한마루,경기도 수원시 장안구 덕영대로639번길 63,경기도 수원장안구 정자동 881-4 정자한마루,126.988619499,37.291225936,도로명(1)
A44070601,수원장안힐스테이트,경기도 수원시 장안구 장안로359번길 20,경기도 수원장안구 이목동 916 수원장안힐스테이트,126.984434832,37.313649314,도로명(1)
A44070602,수원장안STX칸,경기도 수원시 장안구 장안로385번길 95,경기도 수원장안구 이목동 917 수원장안STX칸,126.981073879,37.313962418,도로명(1)
A10021439,천록아파트,경기도 수원시 장안구 화산로203번길 24,경기도 수원장안구 율전동 276-3 천록아파트,126.973654573,37.298291596,도로명(1)
A10022125,송촌스페이스향아파트,경기도 수원시 장안구 상률로12번길 8,경기도 수원장안구 율전동 544- 송촌스페이스향아파트,126.967061311,37.307599108,도로명(1)
A10026691,성균관대역 동문 디 이스트,경기도 수원시 장안구 율전로101번길 73,경기도 수원장안구 율전동 365-1 성균관대역 동문 디 이스트,126.966770153,37.297705825,도로명(1)
A44070506,율전삼성1단지,경기도 수원시 장안구 서부로 2065,경기도 수원장안구 율전동 468 율전삼성1단지,126.968906345,37.291339336,도로명(1)
A44070509,율전삼성2단지,경기도 수원시 장안구 서부로 2067,경기도 수원장안구 율전동 419 율전삼성2단지,126.968963389,37.29563397,도로명(1)
A44072408,율전밤꽃마을주공2단지,경기도 수원시 장안구 상률로12번길 28,경기도 수원장안구 율전동 545 율전밤꽃마을주공2단지,126.966439689,37.305871311,도로명(1)
A44072412,율전밤꽃마을뜨란채,경기도 수원시 장안구 상률로 32,경기도 수원장안구 율전동 546 율전밤꽃마을뜨란채,126.967582486,37.305591181,도로명(1)
A44072413,스타힐스3단지,경기도 수원시 장안구 덕영대로407번길 83,경기도 수원장안구 율전동 560 스타힐스3단지,126.966881392,37.3046241,도로명(1)
A44072414,서희스타힐스1단지2단지,경기도 수원시 장안구 덕영대로407번길 95,경기도 수원장안구 율전동 561 서희스타힐스1단지2단지,126.965897268,37.305381484,도로명(1)
A44072611,율전신일,경기도 수원시 장안구 화산로 263,경기도 수원장안구 율전동 319 율전신일,126.96723728,37.299699019,도로명(1)
A44073707,율전이안,경기도 수원시 장안구 율전로 73,경기도 수원장안구 율전동 375-2 율전이안,126.96801955,37.296805351,도로명(1)
A44073805,율전벽산블루밍,경기도 수원시 장안구 덕영대로407번길 63-27,경기도 수원장안구 율전동 543 율전벽산블루밍,126.966667984,37.303960009,도로명(1)
A44082602,율전늘푸른벽산,경기도 수원시 장안구 율전로101번길 40,경기도 수원장안구 율전동 322 율전늘푸른벽산,126.967166708,37.299034615,도로명(1)
A44082703,율전화남,경기도 수원시 장안구 화산로285번길 12,경기도 수원장안구 율전동 334-13 율전화남,126.964359764,37.300041271,도로명(1)
A44033001,천천비단마을영풍마드레빌,경기도 수원시 장안구 덕영대로535번길 67,경기도 수원장안구 천천동 514 천천비단마을영풍마드레빌,126.984178395,37.298631802,도로명(1)
A44033010,화서역푸르지오더에듀포레,경기도 수원시 장안구 화산로 85,경기도 수원장안구 천천동 333 화서역푸르지오더에듀포레,126.981270445,37.290794043,도로명(1)
A44071006,천천현대,경기도 수원시 장안구 하률로46번길 17,경기도 수원장안구 천천동 566 천천현대,126.979316281,37.302024699,도로명(1)
A44071301,삼호진덕,경기도 수원시 장안구 하률로46번길 22,경기도 수원장안구 천천동 565 삼호진덕,126.976943564,37.301673852,도로명(1)
A44071704,천천비단마을현대성우우방,경기도 수원시 장안구 만석로 29,경기도 수원장안구 천천동 531 천천비단마을현대성우우방,126.984309455,37.295782594,도로명(1)
A44072307,천천삼성래미안,경기도 수원시 장안구 화산로187번길 19,경기도 수원장안구 천천동 544 천천삼성래미안,126.977396039,37.297516562,도로명(1)
A44072503,천천신안한일,경기도 수원시 장안구 하률로30번길 22,경기도 수원장안구 천천동 563 천천신안한일,126.975940118,37.30224477,도로명(1)
A44072702,천천일성,경기도 수원시 장안구 정자로19번길 18,경기도 수원장안구 천천동 569 천천일성,126.979493712,37.3012824,도로명(1)
A44073008,비단마을베스트타운아파트,경기도 수원시 장안구 정자로42번길 52,경기도 수원장안구 천천동 511 비단마을베스트타운아파트,126.980767447,37.297701972,도로명(1)
A44073205,천천비단마을신명,경기도 수원시 장안구 정자로41번길 12,경기도 수원장안구 천천동 482 천천비단마을신명,126.981477843,37.302481326,도로명(1)
A10021945,영화동벽산아파트,경기도 수원시 장안구 수성로402번길 45-2,경기도 수원장안구 영화동 101-7 영화동벽산아파트,127.017350719,37.293295891,도로명(1)
A44081601,태영,경기도 수원시 장안구 영화로25번길 22,경기도 수원장안구 영화동 418 태영,127.007930413,37.289262415,도로명(1)
A44081901,동성영화타운,경기도 수원시 장안구 정조로 941,경기도 수원장안구 영화동 308-1 동성영화타운,127.011944438,37.291233648,도로명(1)
A10020923,영광아파트,경기도 수원시 장안구 만석로 250-9,경기도 수원장안구 송죽동 65- 영광아파트,127.003834629,37.308019652,도로명(1)
A10027135,수원 아너스빌 위즈,경기도 수원시 장안구 송원로 20,경기도 수원장안구 송죽동 517 수원 아너스빌 위즈,127.006565692,37.297104494,도로명(1)
A44021001,송죽희훈루체팰리스,경기도 수원시 장안구 경수대로994번길 46,경기도 수원장안구 송죽동 513 송죽희훈루체팰리스,127.004540856,37.306932052,도로명(1)
A44021003,수원로얄팰리스,경기도 수원시 장안구 송정로 83,경기도 수원장안구 송죽동 514 수원로얄팰리스,127.006181168,37.296110462,도로명(1)
A44080402,송죽동진맨션,경기도 수원시 장안구 정조로1060번길 5,경기도 수원장안구 송죽동 462 송죽동진맨션,127.004600989,37.301247455,도로명(1)
A10023773,더샵광교산퍼스트파크 아파트,경기도 수원시 장안구 송정로 190,경기도 수원장안구 조원동 431-2 더샵광교산퍼스트파크 아파트,127.017493566,37.298917439,도로명(1)
A44070201,광교산스위첸,경기도 수원시 장안구 송원로 131-28,경기도 수원장안구 조원동 910 광교산스위첸,127.011298364,37.307159207,도로명(1)
A44070202,광교산임광그대가,경기도 수원시 장안구 수일로 205,경기도 수원장안구 조원동 912 광교산임광그대가,127.012235577,37.307442148,도로명(1)
A44070801,조원벽산,경기도 수원시 장안구 조원로 16,경기도 수원장안구 조원동 510 조원벽산,127.021550184,37.298636087,도로명(1)
A44070904,수원한일타운아파트,경기도 수원시 장안구 경수대로976번길 22,경기도 수원장안구 조원동 881 수원한일타운아파트,127.01031153,37.307414199,도로명(1)
A44071602,조원주공뉴타운1단지,경기도 수원시 장안구 금당로39번길 33,경기도 수원장안구 조원동 855 조원주공뉴타운1단지,127.015158393,37.30449238,도로명(1)
A44071603,조원주공뉴타운2단지,경기도 수원시 장안구 금당로39번길 34,경기도 수원장안구 조원동 861 조원주공뉴타운2단지,127.019578338,37.302581584,도로명(1)
A10022066,목화아파트,경기도 수원시 장안구 창훈로 57-11,경기도 수원장안구 연무동 214- 목화아파트,127.029965052,37.296813903,도로명(1)
A10023204,서광교 파크 스위첸,경기도 수원시 장안구 창훈로 30,경기도 수원장안구 연무동 244 서광교 파크 스위첸,127.031694219,37.295974415,도로명(1)
A44080701,연무성원,경기도 수원시 장안구 창훈로60번길 31,경기도 수원장안구 연무동 10 연무성원,127.029540136,37.298595733,도로명(1)
A44080703,연무신미주,경기도 수원시 장안구 광교산로 148,경기도 수원장안구 연무동 4-20 연무신미주,127.031599422,37.300422788,도로명(1)
A10027871,수원역센트럴어반시티,경기도 수원시 권선구 세권로 1,경기도 수원권선구 세류동 1280 수원역센트럴어반시티,127.006958429,37.260197631,도로명(1)
A10027921,수원역센트럴타운아파트,경기도 수원시 권선구 세류로 39,경기도 수원권선구 세류동 1270 수원역센트럴타운아파트,127.007295872,37.263290879,도로명(1)
A10027961,수원역해모로아파트,경기도 수원시 권선구 세류로 60,경기도 수원권선구 세류동 1260 수원역해모로아파트,127.00860116,37.264380978,도로명(1)
A44111001,세류한라녹턴,경기도 수원시 권선구 세지로 35,경기도 수원권선구 세류동 1248 세류한라녹턴,127.015190494,37.255130695,도로명(1)
A44174403,세류성원,경기도 수원시 권선구 정조로 618,경기도 수원권선구 세류동 141 세류성원,127.015608027,37.264075938,도로명(1)
A44175402,세류미영,경기도 수원시 권선구 정조로 432,경기도 수원권선구 세류동 1147 세류미영,127.015266417,37.247554479,도로명(1)
A44175403,권선데시앙,경기도 수원시 권선구 세권로36번길 17,경기도 수원권선구 세류동 1249 권선데시앙,127.009155828,37.258275958,도로명(1)
A44175501,세류현대,경기도 수원시 권선구 세지로 97,경기도 수원권선구 세류동 846-1 세류현대,127.017802402,37.260541008,도로명(1)
A44175502,세류삼익,경기도 수원시 권선구 세지로 99,경기도 수원권선구 세류동 840 세류삼익,127.018159213,37.260971922,도로명(1)
A44175503,수원권선어울림아파트,경기도 수원시 권선구 세권로43번길 26-6,경기도 수원권선구 세류동 1255 수원권선어울림아파트,127.010002745,37.259724841,도로명(1)
A44187701,세류한주,경기도 수원시 권선구 정조로514번길 32,경기도 수원권선구 세류동 1021-4 세류한주,127.012568785,37.254810309,도로명(1)
A44176001,평동동남,경기도 수원시 권선구 권선로436번길 21,경기도 수원권선구 평동 151 평동동남,127.000433966,37.261798454,도로명(1)
A44172603,고색거산,경기도 수원시 권선구 고현로5번길 30,경기도 수원권선구 고색동 287-4 고색거산,126.98539754,37.248254581,도로명(1)
A44172605,고색연합대원,경기도 수원시 권선구 고산로6번길 45,경기도 수원권선구 고색동 291 고색연합대원,126.984427798,37.247971659,도로명(1)
A44172606,연안,경기도 수원시 권선구 서둔로 12,경기도 수원권선구 고색동 7-114 연안,126.98444087,37.253056001,도로명(1)
A44172708,고색대한,경기도 수원시 권선구 서부로 1534,경기도 수원권선구 고색동 368-1 고색대한,126.978509353,37.245972445,도로명(1)
A44172807,고색태산1차,경기도 수원시 권선구 매송고색로673번길 11,경기도 수원권선구 고색동 886-83 고색태산1차,126.977460083,37.250630149,도로명(1)
A44172904,고색2차태산,경기도 수원시 권선구 매송고색로691번길 9,경기도 수원권선구 고색동 887-56 고색2차태산,126.979903441,37.251474017,도로명(1)
A44176406,고색우림필유,경기도 수원시 권선구 고색로 8,경기도 수원권선구 고색동 915 고색우림필유,126.978988083,37.247250158,도로명(1)
A44180402,고색상우,경기도 수원시 권선구 매송고색로 751-17,경기도 수원권선구 고색동 5-4 고색상우,126.984802107,37.253437852,도로명(1)
A10023582,쌍용더플래티넘 오목천역,경기도 수원시 권선구 삼천병마로1566번길 17,경기도 수원권선구 오목천동 482-2 쌍용더플래티넘 오목천역,126.964104704,37.24261894,도로명(1)
A10026396,수원권선꿈에그린아파트,경기도 수원시 권선구 서수원로 99,경기도 수원권선구 오목천동  수원권선꿈에그린아파트,126.975022984,37.236131465,도로명(1)
A10027422,오목천역 서희스타힐스아파트,경기도 수원시 권선구 온정로9번길 36,경기도 수원권선구 오목천동 1170 오목천역 서희스타힐스아파트,126.963853494,37.247368297,도로명(1)
A44135003,오목천남광하우스토리,경기도 수원시 권선구 삼천병마로1598번길 28-20,경기도 수원권선구 오목천동 314-34 오목천남광하우스토리,126.965947923,37.245583654,도로명(1)
A44135004,오목천영조아름다운나날,경기도 수원시 권선구 서수원로 161-12,경기도 수원권선구 오목천동 960 오목천영조아름다운나날,126.969307994,37.241789938,도로명(1)
A44175602,오목천청구1차,경기도 수원시 권선구 오목천로39번길 8,경기도 수원권선구 오목천동 542 오목천청구1차,126.967147976,37.240374075,도로명(1)
A44175707,오목천청구2차,경기도 수원시 권선구 매송고색로506번길 17,경기도 수원권선구 오목천동 381 오목천청구2차,126.961821515,37.243872641,도로명(1)
A44176505,오목천대우푸르지오1단지,경기도 수원시 권선구 서수원로 219,경기도 수원권선구 오목천동 951 오목천대우푸르지오1단지,126.966940999,37.246570905,도로명(1)
A44176506,오목천대우푸르지오2단지,경기도 수원시 권선구 서수원로183번길 2,경기도 수원권선구 오목천동 956 오목천대우푸르지오2단지,126.968651042,37.243598587,도로명(1)
A44176609,오목천상송마을주공,경기도 수원시 권선구 오목천로 15,경기도 수원권선구 오목천동 946 오목천상송마을주공,126.963364705,37.240492674,도로명(1)
A44184901,오목천태산,경기도 수원시 권선구 매송고색로533번길 7,경기도 수원권선구 오목천동 323-2 오목천태산,126.962844092,37.245931568,도로명(1)
A10020957,힐스테이트수원파크포레,경기도 수원시 권선구 수인로151번길 12,경기도 수원권선구 서둔동 213-10 힐스테이트수원파크포레,126.98087159,37.273476764,도로명(1)
A10021795,희성연인 아파트 ,경기도 수원시 권선구 상탑로 121,경기도 수원권선구 서둔동 374- 희성연인 아파트 ,126.984380338,37.27106925,도로명(1)
A10023238,힐스테이트수원테라스,경기도 수원시 권선구 금호로 285,경기도 수원권선구 서둔동 459 힐스테이트수원테라스,126.98011364,37.277428533,도로명(1)
A10024203,수원역한라비발디퍼스트,경기도 수원시 권선구 세화로154번길 7-10,경기도 수원권선구 서둔동 418 수원역한라비발디퍼스트,126.994446612,37.26530344,도로명(1)
A44175302,화서성일,경기도 수원시 권선구 여기산로 42,경기도 수원권선구 서둔동 361-1 화서성일,126.979302746,37.281908204,도로명(1)
A44175303,화서동남,경기도 수원시 권선구 여기산로 54,경기도 수원권선구 서둔동 361 화서동남,126.978728191,37.28240142,도로명(1)
A44176304,서둔센트라우스,경기도 수원시 권선구 세화로168번길 15,경기도 수원권선구 서둔동 371 서둔센트라우스,126.996541001,37.269126873,도로명(1)
A44185701,서수원울트라참누리,경기도 수원시 권선구 서둔로 270-19,경기도 수원권선구 서둔동 375 서수원울트라참누리,126.979381441,37.275505259,도로명(1)
A44173004,구운 강남아파트,경기도 수원시 권선구 수성로 18,경기도 수원권선구 구운동 463 구운 강남아파트,126.97602156,37.280848065,도로명(1)
A44173006,구운삼환,경기도 수원시 권선구 수성로 47,경기도 수원권선구 구운동 462 구운삼환,126.977976106,37.283080615,도로명(1)
A44173007,구운오페라하우스,경기도 수원시 권선구 서부로1880번길 20,경기도 수원권선구 구운동 971 구운오페라하우스,126.969441511,37.275739989,도로명(1)
A44173008,엠코타운르본느,경기도 수원시 권선구 구운로47번길 59,경기도 수원권선구 구운동 973 엠코타운르본느,126.969732922,37.277586477,도로명(1)
A44173101,구운선경,경기도 수원시 권선구 여기산로 19,경기도 수원권선구 구운동 466 구운선경,126.977844927,37.278774234,도로명(1)
A44173202,구운성원,경기도 수원시 권선구 일월천로4번길 74,경기도 수원권선구 구운동 893 구운성원,126.975739498,37.282612139,도로명(1)
A44173303,일월청구,경기도 수원시 권선구 수성로35번길 60,경기도 수원권선구 구운동 889 일월청구,126.97674863,37.285653248,도로명(1)
A44173405,코오롱하늘채아파트,경기도 수원시 권선구 일월천로16번길 39,경기도 수원권선구 구운동 890 코오롱하늘채아파트,126.973865188,37.284508866,도로명(1)
A10021480,세양청마루아파트,경기도 수원시 권선구 서둔로239번길 19-9,경기도 수원권선구 탑동 896- 세양청마루아파트,126.9782611,37.272612167,도로명(1)
A44175801,탑동삼성,경기도 수원시 권선구 탑동로58번길 8,경기도 수원권선구 탑동 763 탑동삼성,126.974917451,37.2746298,도로명(1)
A44175902,탑동우방파크타운,경기도 수원시 권선구 효탑로 50,경기도 수원권선구 탑동 860 탑동우방파크타운,126.974852621,37.26734033,도로명(1)
A10022723,LH수원당수2단지,경기도 수원시 권선구 당수1로 15,경기도 수원권선구 금곡동 861 LH수원당수2단지,126.943126692,37.280971239,도로명(1)
A10025992,수원 모아미래도센트럴타운,경기도 수원시 권선구 서수원로577번길 305,경기도 수원권선구 금곡동 1078 수원 모아미래도센트럴타운,126.940063068,37.276201062,도로명(1)
A10026885,호반베르디움더센트럴아파트,경기도 수원시 권선구 매곡로 43,경기도 수원권선구 금곡동 1147 호반베르디움더센트럴아파트,126.95130697,37.270892629,도로명(1)
A10027067,호반써밋 수원,경기도 수원시 권선구 매곡로 67,경기도 수원권선구 금곡동 1146 호반써밋 수원,126.953224039,37.270786761,도로명(1)
A44170408,금곡엘지빌리지아파트,경기도 수원시 권선구 금곡로73번길 71,경기도 수원권선구 금곡동 520 금곡엘지빌리지아파트,126.932656266,37.275537985,도로명(1)
A44174602,금곡거산,경기도 수원시 권선구 서수원로591번길 43,경기도 수원권선구 금곡동 104-3 금곡거산,126.952623557,37.277879292,도로명(1)
A44174607,금곡강남,경기도 수원시 권선구 서수원로 607,경기도 수원권선구 금곡동 66 금곡강남,126.954099076,37.279466446,도로명(1)
A44174608,수원호매실휴먼시아4단지,경기도 수원시 권선구 금곡로 137,경기도 수원권선구 금곡동 1072 수원호매실휴먼시아4단지,126.947206969,37.274282072,도로명(1)
A44174609,수원호매실휴먼시아8단지,경기도 수원시 권선구 금곡로140번길 29,경기도 수원권선구 금곡동 1 수원호매실휴먼시아8단지,126.945960839,37.272157232,도로명(1)
A44174611,호매실역 서희스타힐스,경기도 수원시 권선구 금곡로 46,경기도 수원권선구 금곡동 1081 호매실역 서희스타힐스,126.939995587,37.273876313,도로명(1)
A44174612,와이시티 (Y CITY),경기도 수원시 권선구 금곡로 20,경기도 수원권선구 금곡동 760 와이시티 (Y CITY),126.939906938,37.26999472,도로명(1)
A44174613,호매실더센트라고,경기도 수원시 권선구 서수원로577번길 263,경기도 수원권선구 금곡동 1076 호매실더센트라고,126.942410131,37.27651418,도로명(1)
A44174704,금곡삼익1차,경기도 수원시 권선구 금호로 45,경기도 수원권선구 금곡동 241 금곡삼익1차,126.956104385,37.269477699,도로명(1)
A44174906,금곡삼익3차,경기도 수원시 권선구 서수원로 589,경기도 수원권선구 금곡동 79 금곡삼익3차,126.955201593,37.277018768,도로명(1)
A44175005,금곡신미주,경기도 수원시 권선구 금호로15번길 15,경기도 수원권선구 금곡동 262-10 금곡신미주,126.952853699,37.269205516,도로명(1)
A44184101,금곡동성,경기도 수원시 권선구 매곡로 100,경기도 수원권선구 금곡동 243 금곡동성,126.956699901,37.270935524,도로명(1)
A44184103,금곡일신건영,경기도 수원시 권선구 매곡로 68,경기도 수원권선구 금곡동 252 금곡일신건영,126.953971705,37.270194932,도로명(1)
A10025347,호매실금호 어울림 에듀포레,경기도 수원시 권선구 호매실로165번길 71,경기도 수원권선구 호매실동 1420 호매실금호 어울림 에듀포레,126.952322928,37.258141774,도로명(1)
A10025769,힐스테이트호매실,경기도 수원시 권선구 호매실로166번길 33,경기도 수원권선구 호매실동 1393 힐스테이트호매실,126.95871214,37.259525408,도로명(1)
A10026230,호매실한양수자인파크원,경기도 수원시 권선구 칠보로 102,경기도 수원권선구 호매실동 1361 호매실한양수자인파크원,126.949811728,37.265877907,도로명(1)
A10026336,호매실 스타힐스,경기도 수원시 권선구 호매실로 103,경기도 수원권선구 호매실동 1408 호매실 스타힐스,126.961565576,37.254522834,도로명(1)
A10026483,극동스타클래스,경기도 수원시 권선구 금곡로140번길 73,경기도 수원권선구 호매실동 1352 극동스타클래스,126.945749823,37.270636629,도로명(1)
A10026603,수원 호매실벨섬시티 14단지,경기도 수원시 권선구 호매실로218번길 22,경기도 수원권선구 호매실동 1380 수원 호매실벨섬시티 14단지,126.958009229,37.263205506,도로명(1)
A10027150,호매실 엔루체,경기도 수원시 권선구 호매실로166번길 70,경기도 수원권선구 호매실동 1414 호매실 엔루체,126.960978345,37.257733005,도로명(1)
A10027696,수원호매실능실마을22단지,경기도 수원시 권선구 호매실로166번길 63,경기도 수원권선구 호매실동 1415 수원호매실능실마을22단지,126.961228142,37.258918374,도로명(1)
A10028092,호매실마을13단지,경기도 수원시 권선구 호매실로218번길 111,경기도 수원권선구 호매실동 1371 호매실마을13단지,126.960280102,37.265726569,도로명(1)
A44170803,호매실삼익2차,경기도 수원시 권선구 매실로 61,경기도 수원권선구 호매실동 82-5 호매실삼익2차,126.95722807,37.269039949,도로명(1)
A44170804,호매실GS,경기도 수원시 권선구 매실로 70,경기도 수원권선구 호매실동 377 호매실GS,126.959059799,37.26748805,도로명(1)
A44170805,호매실경남아너스빌,경기도 수원시 권선구 호매실로165번길 70,경기도 수원권선구 호매실동 1-1 호매실경남아너스빌,126.952551393,37.259234966,도로명(1)
A44170806,수원호매실휴먼시아16단지,경기도 수원시 권선구 호매실로165번길 30,경기도 수원권선구 호매실동 5 수원호매실휴먼시아16단지,126.954272577,37.259982497,도로명(1)
A44170808,호매실스위첸,경기도 수원시 권선구 호매실로166번길 63,경기도 수원권선구 호매실동 1092 호매실스위첸,126.961228142,37.258918374,도로명(1)
A44174610,수원호매실휴먼시아7단지,경기도 수원시 권선구 금곡로102번길 126,경기도 수원권선구 호매실동 1340 수원호매실휴먼시아7단지,126.942235021,37.268437398,도로명(1)
A44188401,호매실신미주,경기도 수원시 권선구 금호로 14-8,경기도 수원권선구 호매실동 452 호매실신미주,126.953182841,37.268106934,도로명(1)
A44188402,호매실쌍용,경기도 수원시 권선구 매실로19번길 19,경기도 수원권선구 호매실동 453-6 호매실쌍용,126.952072359,37.268076791,도로명(1)
A10023989,수원하늘채더퍼스트2단지,경기도 수원시 권선구 망포로 14,경기도 수원권선구 곡반정동 654 수원하늘채더퍼스트2단지,127.033867619,37.23809195,도로명(1)
A10024000,수원하늘채더퍼스트1단지,경기도 수원시 권선구 망포로 13,경기도 수원권선구 곡반정동 652 수원하늘채더퍼스트1단지,127.036934675,37.243476809,도로명(1)
A44171101,곡반정한솔,경기도 수원시 권선구 동수원로58번길 21,경기도 수원권선구 곡반정동 579 곡반정한솔,127.027519636,37.235079585,도로명(1)
A44171102,권선동삼성아파트(곡반정동),경기도 수원시 권선구 곡선로50번길 73,경기도 수원권선구 곡반정동 580 권선동삼성아파트(곡반정동),127.02865573,37.236061524,도로명(1)
A44171103,곡반정현대아이파크,경기도 수원시 권선구 곡선로50번길 48,경기도 수원권선구 곡반정동 578 곡반정현대아이파크,127.028569904,37.236773929,도로명(1)
A44171104,신일유토빌,경기도 수원시 권선구 동수원로146번길 281-25,경기도 수원권선구 곡반정동 548 신일유토빌,127.029751567,37.239917398,도로명(1)
A10020918,수원아이파크10단지,경기도 수원시 권선구 경수대로212번길 34,경기도 수원권선구 권선동 1340- 수원아이파크10단지,127.018455459,37.243938358,도로명(1)
A10021940,금성아파트,경기도 수원시 권선구 세권로207번길 16,경기도 수원권선구 권선동 1044-1 금성아파트,127.027712473,37.255635574,도로명(1)
A10025605,씨즈더원,경기도 수원시 권선구 효원로220번길 17,경기도 수원권선구 권선동 1011-9 씨즈더원,127.02580022,37.262189858,도로명(1)
A10026835,수원아이파크시티9단지,경기도 수원시 권선구 동수원로177번길 90,경기도 수원권선구 권선동 1362 수원아이파크시티9단지,127.027947477,37.247172142,도로명(1)
A10026938,수원아이파크시티8단지,경기도 수원시 권선구 동수원로177번길 40,경기도 수원권선구 권선동 1364 수원아이파크시티8단지,127.030866929,37.246540821,도로명(1)
A10027295,"수원아이파크시티 5,6단지 아파트",경기도 수원시 권선구 곡선로 10,"경기도 수원권선구 권선동 1355 수원아이파크시티 5,6단지 아파트",127.025937666,37.23962359,도로명(1)
A10027421,수원아이파크시티7단지,경기도 수원시 권선구 덕영대로1190번길 100,경기도 수원권선구 권선동 1337 수원아이파크시티7단지,127.02082433,37.244725767,도로명(1)
A44171223,권선두산동아,경기도 수원시 권선구 덕영대로1217번길 24,경기도 수원권선구 권선동 1199-1 권선두산동아,127.026593022,37.249450391,도로명(1)
A44171418,권선벽산한성,경기도 수원시 권선구 권중로 99,경기도 수원권선구 권선동 1267 권선벽산한성,127.029019783,37.249933779,도로명(1)
A44171501,신명,경기도 수원시 권선구 경수대로302번길 7,경기도 수원권선구 권선동 1185 신명,127.02161646,37.253687556,도로명(1)
A44171520,권선삼성,경기도 수원시 권선구 경수대로302번길 29,경기도 수원권선구 권선동 1185-1 권선삼성,127.022310652,37.253616078,도로명(1)
A44171614,권선삼천리1차,경기도 수원시 권선구 권광로27번길 62,경기도 수원권선구 권선동 1186 권선삼천리1차,127.025139607,37.251195989,도로명(1)
A44171716,권선삼천리2차,경기도 수원시 권선구 매탄로 25,경기도 수원권선구 권선동 1238 권선삼천리2차,127.038953977,37.253855274,도로명(1)
